市区町村コード,市区町村名,総65歳以上人口,居住125mメッシュ数,高齢者密度_人per_km2,圏外65歳以上人口_変種A,圏外率_変種A,圏外65歳以上人口_supermarketのみ,圏外65歳以上人口_変種C125,圏外率_変種C125,農水省_困難人口割合,農水省_困難人口,比_農水省÷変種A,比_農水省÷変種C125
40401,小竹町,3006,364,529.0,2960,0.9847,3002,2754,0.9162,0.3778,1141.0,0.384,0.412
11369,東秩父村,1258,326,247.0,1238,0.9841,1238,1201,0.9547,0.1573,198.0,0.16,0.165
27383,千早赤阪村,2153,249,553.0,2117,0.9833,2150,2039,0.9471,0.413,922.0,0.42,0.436
07544,川内村,967,366,169.0,950,0.9824,967,921,0.9524,0.2062,201.0,0.21,0.216
26364,笠置町,590,98,385.0,579,0.9814,579,485,0.822,0.3634,211.0,0.37,0.442
39387,仁淀川町,2673,644,266.0,2616,0.9787,2673,2635,0.9858,0.3893,1045.0,0.398,0.395
28442,市川町,4186,844,317.0,4088,0.9766,4088,3921,0.9367,0.3714,1554.0,0.38,0.396
06367,戸沢村,1708,346,316.0,1667,0.976,1708,1570,0.9192,0.2317,395.0,0.237,0.252
10383,南牧村,1043,235,284.0,1016,0.9741,1016,1008,0.9664,0.3851,405.0,0.395,0.399
02443,田子町,2197,497,283.0,2139,0.9736,2197,1830,0.833,0.4304,939.0,0.442,0.517
07484,鮫川村,1240,491,162.0,1207,0.9734,1240,1172,0.9452,0.1279,156.0,0.131,0.135
20410,根羽村,450,147,196.0,438,0.9733,450,427,0.9489,0.3809,170.0,0.391,0.401
29449,十津川村,1313,485,173.0,1277,0.9726,1313,1188,0.9048,0.4221,551.0,0.434,0.467
43425,産山村,589,218,173.0,572,0.9711,572,517,0.8778,0.3204,190.0,0.33,0.365
07564,飯舘村,758,438,111.0,736,0.971,758,709,0.9354,0.0413,31.0,0.043,0.044
06366,鮭川村,1578,384,263.0,1532,0.9708,1578,1521,0.9639,0.1955,309.0,0.201,0.203
46531,天城町,2046,443,296.0,1985,0.9702,2046,1874,0.9159,0.5005,1025.0,0.516,0.546
03506,九戸村,2383,592,258.0,2309,0.9689,2383,2194,0.9207,0.2612,621.0,0.27,0.284
29453,東吉野村,880,252,223.0,852,0.9682,880,814,0.925,0.3848,337.0,0.397,0.416
33681,吉備中央町,4532,1683,172.0,4383,0.9671,4422,4043,0.8921,0.3502,1586.0,0.362,0.393
43433,南阿蘇村,4202,1015,265.0,4061,0.9664,4176,3661,0.8713,0.298,1252.0,0.308,0.342
20452,筑北村,1911,463,264.0,1845,0.9655,1911,1651,0.8639,0.2659,513.0,0.275,0.308
46501,中種子町,2956,1019,186.0,2854,0.9655,2854,2547,0.8616,0.4522,1342.0,0.468,0.525
12426,長柄町,2878,786,234.0,2777,0.9649,2878,2317,0.8051,0.1772,525.0,0.184,0.22
10448,昭和村,2277,631,231.0,2192,0.9627,2277,1914,0.8406,0.2238,511.0,0.232,0.266
01437,北竜町,776,228,218.0,747,0.9626,776,698,0.8995,0.3753,291.0,0.39,0.417
02411,六ヶ所村,2645,689,246.0,2545,0.9622,2620,2321,0.8775,0.4825,1263.0,0.501,0.55
20386,中川村,1663,510,209.0,1600,0.9621,1663,1389,0.8352,0.1748,293.0,0.182,0.209
32525,海士町,893,233,245.0,859,0.9619,859,839,0.9395,0.5541,501.0,0.576,0.59
44461,九重町,3878,1071,232.0,3726,0.9608,3783,3528,0.9097,0.2682,1035.0,0.279,0.295
08447,河内町,3223,728,283.0,3095,0.9603,3178,2843,0.8821,0.2164,698.0,0.225,0.245
07322,大玉村,2514,762,211.0,2413,0.9598,2514,2260,0.899,0.1535,377.0,0.16,0.171
40602,添田町,3925,662,379.0,3762,0.9585,3762,3467,0.8833,0.3081,1210.0,0.322,0.349
31389,南部町,3893,664,375.0,3728,0.9576,3830,3291,0.8454,0.2442,947.0,0.255,0.289
43484,津奈木町,1752,341,329.0,1676,0.9566,1676,1580,0.9018,0.308,551.0,0.322,0.342
10428,高山村,1309,381,220.0,1252,0.9565,1309,1207,0.9221,0.1767,230.0,0.185,0.192
20543,高山村,2456,379,415.0,2349,0.9564,2456,2210,0.8998,0.1607,392.0,0.168,0.179
45442,日之影町,1629,523,199.0,1558,0.9564,1584,1480,0.9085,0.3362,557.0,0.351,0.37
03301,雫石町,6128,1600,245.0,5856,0.9556,5948,4895,0.7988,0.1908,1160.0,0.2,0.239
30424,古座川町,1373,334,263.0,1312,0.9556,1312,1202,0.8755,0.4862,666.0,0.509,0.555
36368,那賀町,3809,973,251.0,3639,0.9554,3745,3356,0.8811,0.3784,1441.0,0.396,0.43
33666,美咲町,5419,1741,199.0,5166,0.9533,5306,4884,0.9013,0.3205,1737.0,0.336,0.356
07505,古殿町,1901,756,161.0,1812,0.9532,1901,1751,0.9211,0.1795,340.0,0.188,0.195
24443,大台町,3750,797,301.0,3574,0.9531,3616,3011,0.8029,0.2928,1100.0,0.307,0.365
31386,大山町,6184,1069,370.0,5894,0.9531,6007,5108,0.826,0.2596,1608.0,0.272,0.314
20305,南牧村,997,313,204.0,950,0.9529,963,856,0.8586,0.137,136.0,0.144,0.16
20486,小谷村,1024,320,205.0,974,0.9512,983,883,0.8623,0.293,297.0,0.308,0.34
21507,東白川村,906,355,163.0,861,0.9503,861,715,0.7892,0.3138,286.0,0.33,0.398
07504,浅川町,2054,477,276.0,1951,0.9499,2027,1392,0.6777,0.188,386.0,0.198,0.277
13381,三宅村,894,253,226.0,849,0.9497,866,813,0.9094,0.5896,527.0,0.621,0.648
46502,南種子町,1962,612,205.0,1863,0.9495,1863,1650,0.841,0.4556,894.0,0.48,0.542
21382,輪之内町,2601,497,335.0,2468,0.9489,2559,2020,0.7766,0.2608,671.0,0.275,0.336
30304,紀美野町,4029,783,329.0,3821,0.9484,3937,3685,0.9146,0.393,1576.0,0.414,0.43
13307,檜原村,1049,261,257.0,994,0.9476,994,970,0.9247,0.4528,479.0,0.478,0.49
07503,平田村,2076,1050,127.0,1966,0.947,2025,1850,0.8911,0.1532,315.0,0.162,0.172
20304,川上村,1197,274,280.0,1133,0.9465,1188,949,0.7928,0.0802,96.0,0.085,0.101
20349,青木村,1617,359,288.0,1530,0.9462,1617,1364,0.8435,0.2048,333.0,0.216,0.243
10366,上野村,518,135,246.0,490,0.9459,490,502,0.9691,0.4618,239.0,0.488,0.477
09384,塩谷町,4187,1205,222.0,3954,0.9444,4086,3566,0.8517,0.2133,887.0,0.226,0.25
02323,深浦町,3605,538,429.0,3403,0.944,3469,3124,0.8666,0.5266,1962.0,0.558,0.608
32449,邑南町,4584,1565,187.0,4327,0.9439,4371,3794,0.8277,0.3778,1731.0,0.4,0.456
34462,世羅町,6329,2158,188.0,5972,0.9436,6236,5398,0.8529,0.2708,1717.0,0.287,0.317
17324,川北町,1452,187,497.0,1370,0.9435,1452,1079,0.7431,0.1251,181.0,0.133,0.168
43531,苓北町,3027,490,395.0,2855,0.9432,2919,2240,0.74,0.3943,1211.0,0.418,0.533
33606,鏡野町,4680,1440,208.0,4414,0.9432,4522,3937,0.8412,0.3014,1409.0,0.32,0.358
46527,龍郷町,1880,349,345.0,1772,0.9426,1781,1550,0.8245,0.4996,952.0,0.53,0.606
05366,井川町,1969,284,444.0,1855,0.9421,1969,1644,0.8349,0.3289,650.0,0.349,0.394
10443,片品村,1634,372,281.0,1539,0.9419,1585,1378,0.8433,0.2122,348.0,0.225,0.252
19422,道志村,614,196,200.0,578,0.9414,614,512,0.8339,0.2612,160.0,0.277,0.313
31401,日南町,2182,722,193.0,2054,0.9413,2144,1916,0.8781,0.3814,835.0,0.405,0.434
30392,日高川町,3369,879,245.0,3170,0.9409,3253,3046,0.9041,0.3742,1268.0,0.398,0.414
34431,大崎上島町,3244,558,372.0,3051,0.9405,3101,2876,0.8866,0.4577,1513.0,0.487,0.516
06363,舟形町,2073,360,369.0,1949,0.9402,2073,1685,0.8128,0.2376,500.0,0.253,0.292
18483,おおい町,2540,533,305.0,2385,0.939,2492,1951,0.7681,0.458,1167.0,0.488,0.596
43369,和水町,3972,897,283.0,3729,0.9388,3824,3223,0.8114,0.2889,1144.0,0.308,0.356
30382,日高町,2257,499,289.0,2118,0.9384,2257,1830,0.8108,0.3843,890.0,0.41,0.474
20602,栄村,890,211,270.0,835,0.9382,835,835,0.9382,0.4098,370.0,0.437,0.437
43423,南小国町,1506,425,227.0,1413,0.9382,1466,1310,0.8699,0.3641,550.0,0.388,0.419
05349,八峰町,3035,463,420.0,2847,0.9381,2942,2647,0.8722,0.4308,1308.0,0.459,0.494
45430,椎葉村,1135,442,164.0,1064,0.9374,1123,1005,0.8855,0.3588,410.0,0.383,0.405
07344,天栄村,1916,431,285.0,1795,0.9368,1916,1743,0.9097,0.1078,206.0,0.115,0.118
02425,風間浦村,748,110,435.0,700,0.9358,700,602,0.8048,0.5751,435.0,0.614,0.715
20303,小海町,1836,337,349.0,1718,0.9357,1822,1587,0.8644,0.2456,450.0,0.262,0.284
45404,木城町,1829,413,283.0,1709,0.9344,1829,1470,0.8037,0.2631,479.0,0.282,0.327
04422,大郷町,3029,750,258.0,2830,0.9343,3029,2276,0.7514,0.1664,502.0,0.178,0.221
05346,藤里町,1411,249,363.0,1318,0.9341,1411,1149,0.8143,0.3631,513.0,0.389,0.446
01645,豊頃町,1226,408,192.0,1144,0.9331,1171,1112,0.907,0.249,297.0,0.267,0.275
30343,九度山町,1780,247,461.0,1661,0.9331,1661,1475,0.8287,0.3317,594.0,0.356,0.4
20448,生坂村,713,209,218.0,665,0.9327,665,631,0.885,0.268,187.0,0.287,0.303
01431,浦臼町,782,233,215.0,729,0.9322,782,713,0.9118,0.3973,309.0,0.426,0.436
31402,日野町,1472,295,319.0,1372,0.9321,1372,994,0.6753,0.3569,525.0,0.383,0.528
21502,富加町,1813,277,419.0,1689,0.9316,1782,1363,0.7518,0.2516,457.0,0.27,0.335
27322,能勢町,3757,798,301.0,3499,0.9313,3689,3210,0.8544,0.3395,1279.0,0.365,0.397
10424,長野原町,1981,584,217.0,1845,0.9313,1934,1520,0.7673,0.2134,425.0,0.229,0.278
39344,大豊町,1897,766,158.0,1766,0.9309,1828,1668,0.8793,0.4295,819.0,0.461,0.489
01391,島牧村,563,144,250.0,524,0.9307,563,507,0.9005,0.3895,220.0,0.419,0.433
03503,野田村,1506,374,258.0,1400,0.9296,1400,1093,0.7258,0.3078,466.0,0.331,0.424
09344,市貝町,3357,1087,198.0,3120,0.9294,3341,2805,0.8356,0.2609,865.0,0.281,0.312
07423,柳津町,1391,279,319.0,1292,0.9288,1341,1147,0.8246,0.2642,369.0,0.284,0.32
02402,七戸町,5935,1273,298.0,5510,0.9284,5577,4959,0.8356,0.3899,2317.0,0.42,0.467
40625,みやこ町,7894,1468,344.0,7328,0.9283,7721,6658,0.8434,0.3305,2616.0,0.356,0.392
20588,小川村,1015,327,199.0,942,0.9281,983,912,0.8985,0.3122,318.0,0.336,0.347
29444,黒滝村,345,108,204.0,320,0.9275,345,295,0.8551,0.3614,124.0,0.39,0.423
30422,太地町,1253,127,631.0,1161,0.9266,1195,876,0.6991,0.4981,623.0,0.538,0.712
46529,喜界町,2658,447,381.0,2463,0.9266,2463,2114,0.7953,0.6068,1616.0,0.655,0.763
02423,大間町,1700,256,425.0,1575,0.9265,1582,1342,0.7894,0.4495,769.0,0.485,0.569
32505,吉賀町,2710,726,239.0,2509,0.9258,2647,2044,0.7542,0.4045,1100.0,0.437,0.536
21506,白川町,3464,1043,213.0,3205,0.9252,3383,2905,0.8386,0.3506,1217.0,0.379,0.418
12409,芝山町,2504,714,224.0,2316,0.9249,2466,2062,0.8235,0.1211,318.0,0.131,0.147
35213,美祢市,9893,2520,251.0,9148,0.9247,9535,7953,0.8039,0.1544,1529.0,0.167,0.192
07561,新地町,2599,726,229.0,2402,0.9242,2442,1840,0.708,0.2196,570.0,0.238,0.31
07402,北塩原村,944,236,256.0,872,0.9237,944,829,0.8782,0.2341,222.0,0.253,0.267
41387,玄海町,1766,397,285.0,1631,0.9236,1761,1502,0.8505,0.2349,417.0,0.254,0.276
02405,六戸町,3536,829,273.0,3266,0.9236,3376,2633,0.7446,0.4153,1466.0,0.45,0.558
20583,信濃町,3398,849,256.0,3138,0.9235,3386,2873,0.8455,0.2421,827.0,0.262,0.286
04302,七ヶ宿町,586,153,245.0,541,0.9232,586,523,0.8925,0.4212,246.0,0.456,0.472
07362,下郷町,2355,446,338.0,2174,0.9231,2355,1893,0.8038,0.2986,705.0,0.323,0.372
20324,立科町,2424,560,277.0,2237,0.9229,2253,2045,0.8436,0.177,432.0,0.192,0.21
15581,関川村,2213,415,341.0,2042,0.9227,2213,1845,0.8337,0.2041,453.0,0.221,0.245
39424,大月町,2146,559,246.0,1978,0.9217,2045,1852,0.863,0.3136,682.0,0.34,0.363
22429,川根本町,3082,599,329.0,2839,0.9212,3048,2754,0.8936,0.3725,1146.0,0.404,0.417
21504,七宗町,1559,376,265.0,1436,0.9211,1517,1253,0.8037,0.3073,482.0,0.334,0.382
12347,多古町,4954,1171,271.0,4562,0.9209,4820,4008,0.809,0.1534,782.0,0.167,0.19
36342,神山町,2525,760,213.0,2325,0.9208,2458,2186,0.8657,0.4069,1027.0,0.442,0.47
42411,新上五島町,7245,1213,382.0,6670,0.9206,7007,5914,0.8163,0.6051,4525.0,0.657,0.741
20363,原村,2661,617,276.0,2447,0.9196,2661,2233,0.8392,0.1901,507.0,0.207,0.226
20590,飯綱町,4223,802,337.0,3881,0.919,3970,3437,0.8139,0.1881,787.0,0.205,0.231
20425,木祖村,1163,243,306.0,1068,0.9183,1068,1041,0.8951,0.2235,261.0,0.243,0.25
15504,刈羽村,1488,286,333.0,1366,0.918,1428,1224,0.8226,0.1595,225.0,0.174,0.194
03485,普代村,1073,267,257.0,984,0.9171,984,878,0.8183,0.3397,362.0,0.37,0.415
26407,京丹波町,5707,1389,263.0,5232,0.9168,5453,4640,0.813,0.3082,1759.0,0.336,0.379
33215,美作市,10795,2702,256.0,9896,0.9167,10515,8881,0.8227,0.3315,3580.0,0.362,0.403
08233,行方市,11616,3561,209.0,10643,0.9162,11372,9745,0.8389,0.2084,2418.0,0.227,0.248
12427,長南町,3250,967,215.0,2977,0.916,3150,2566,0.7895,0.1488,478.0,0.162,0.188
40608,大任町,1939,347,358.0,1776,0.9159,1871,1573,0.8112,0.2688,524.0,0.293,0.331
06341,大石田町,2639,372,454.0,2416,0.9155,2537,1946,0.7374,0.2082,548.0,0.227,0.282
40522,大木町,4130,667,396.0,3781,0.9155,4029,2787,0.6748,0.2989,1206.0,0.326,0.443
18382,池田町,1078,248,278.0,986,0.9147,1044,925,0.8581,0.425,458.0,0.465,0.495
24471,大紀町,3934,680,370.0,3597,0.9143,3799,3448,0.8765,0.3313,1303.0,0.362,0.378
20417,大鹿村,465,189,157.0,425,0.914,425,373,0.8022,0.4132,192.0,0.452,0.515
20423,南木曽町,1685,453,238.0,1540,0.9139,1609,1383,0.8208,0.3375,568.0,0.369,0.411
03501,軽米町,3526,929,243.0,3219,0.9129,3526,2902,0.823,0.3188,1123.0,0.349,0.387
46491,南大隅町,3183,765,266.0,2905,0.9127,3023,2570,0.8074,0.4776,1527.0,0.523,0.592
43367,南関町,3514,889,253.0,3206,0.9124,3318,2837,0.8073,0.3127,1104.0,0.343,0.387
05464,東成瀬村,1015,259,251.0,926,0.9123,1015,778,0.7665,0.3535,356.0,0.388,0.461
01604,新冠町,1753,478,235.0,1599,0.9122,1722,1336,0.7621,0.3365,588.0,0.369,0.442
07407,磐梯町,1236,258,307.0,1127,0.9118,1127,1023,0.8277,0.1895,236.0,0.208,0.229
15405,出雲崎町,1797,404,285.0,1638,0.9115,1696,1403,0.7807,0.2808,506.0,0.308,0.36
39412,四万十町,6990,1834,244.0,6365,0.9106,6445,5720,0.8183,0.2755,1923.0,0.303,0.337
12424,白子町,4187,889,301.0,3812,0.9104,4055,3316,0.792,0.2118,882.0,0.233,0.267
10425,嬬恋村,3295,882,239.0,2997,0.9096,3106,2614,0.7933,0.1735,570.0,0.191,0.219
45361,高原町,3616,887,261.0,3287,0.909,3501,2787,0.7707,0.2916,1052.0,0.321,0.378
34214,安芸高田市,11098,3088,230.0,10088,0.909,10452,8201,0.739,0.2698,2998.0,0.297,0.365
41423,大町町,2571,239,688.0,2335,0.9082,2555,1962,0.7631,0.219,562.0,0.241,0.287
28501,佐用町,6856,1446,303.0,6226,0.9081,6706,5918,0.8632,0.3673,2517.0,0.405,0.426
32448,美郷町,2071,730,182.0,1880,0.9078,1880,1847,0.8918,0.3682,767.0,0.406,0.413
33586,新庄村,346,101,219.0,314,0.9075,314,304,0.8786,0.3376,117.0,0.372,0.384
06426,三川町,2677,348,492.0,2429,0.9074,2579,2199,0.8214,0.2125,566.0,0.234,0.259
32386,飯南町,2116,852,159.0,1919,0.9069,1919,1646,0.7779,0.2904,614.0,0.32,0.373
45405,川南町,5361,1701,202.0,4859,0.9064,5048,3843,0.7168,0.2324,1261.0,0.256,0.324
01667,鶴居村,914,330,177.0,827,0.9048,873,636,0.6958,0.271,247.0,0.3,0.39
06403,飯豊町,2572,755,218.0,2326,0.9044,2385,2113,0.8215,0.1965,502.0,0.217,0.239
45431,美郷町,2484,717,222.0,2246,0.9042,2246,2035,0.8192,0.3332,829.0,0.369,0.407
28365,多可町,7305,1328,352.0,6596,0.9029,7008,6039,0.8267,0.3151,2302.0,0.349,0.381
02209,つがる市,12009,1923,400.0,10841,0.9027,11437,9183,0.7647,0.3894,4673.0,0.431,0.509
11349,ときがわ町,4082,778,336.0,3684,0.9025,3939,2932,0.7183,0.1811,741.0,0.201,0.252
22304,南伊豆町,3871,783,316.0,3492,0.9021,3624,3093,0.799,0.436,1689.0,0.483,0.546
10449,みなかみ町,7012,1530,293.0,6325,0.902,6935,5657,0.8068,0.2244,1574.0,0.249,0.278
01331,松前町,3205,374,548.0,2891,0.902,3101,2205,0.688,0.4621,1509.0,0.512,0.672
20412,売木村,265,127,134.0,239,0.9019,239,219,0.8264,0.4896,127.0,0.543,0.592
46404,長島町,3493,1036,216.0,3149,0.9015,3395,2801,0.8019,0.4,1418.0,0.444,0.499
07464,泉崎村,1983,487,261.0,1785,0.9002,1882,1397,0.7045,0.1347,267.0,0.15,0.191
08364,大子町,7282,1938,240.0,6555,0.9002,6693,5989,0.8224,0.2971,2159.0,0.33,0.361
01425,上砂川町,1468,157,598.0,1321,0.8999,1468,1061,0.7228,0.506,738.0,0.562,0.7
36405,上板町,4037,729,354.0,3632,0.8997,3948,2990,0.7406,0.241,974.0,0.268,0.325
12342,神崎町,2021,342,378.0,1818,0.8996,1956,1362,0.6739,0.2345,472.0,0.261,0.348
02367,田舎館村,2676,361,474.0,2406,0.8991,2676,2225,0.8315,0.4095,1081.0,0.455,0.492
36301,勝浦町,2119,429,316.0,1905,0.899,1922,1426,0.673,0.33,702.0,0.367,0.49
42210,壱岐市,9531,3107,196.0,8568,0.899,8693,7380,0.7743,0.4681,4512.0,0.521,0.605
39411,津野町,2390,673,227.0,2148,0.8987,2380,2141,0.8958,0.2385,570.0,0.265,0.266
31329,八頭町,5784,841,440.0,5197,0.8985,5373,4763,0.8235,0.1907,1104.0,0.212,0.232
23427,飛島村,1414,282,321.0,1270,0.8982,1414,1015,0.7178,0.1466,208.0,0.163,0.204
39405,檮原町,1542,469,210.0,1385,0.8982,1385,1308,0.8482,0.3783,579.0,0.421,0.446
28222,養父市,8745,1364,410.0,7853,0.898,8481,6200,0.709,0.381,3334.0,0.424,0.537
24461,玉城町,4278,577,475.0,3841,0.8978,4227,2791,0.6524,0.1797,765.0,0.2,0.275
10429,東吾妻町,5229,1292,259.0,4691,0.8971,4883,3915,0.7487,0.2139,1124.0,0.238,0.286
38484,松野町,1733,422,263.0,1554,0.8967,1554,1311,0.7565,0.3603,624.0,0.402,0.476
10523,千代田町,3395,559,389.0,3042,0.896,3241,2102,0.6191,0.1862,628.0,0.208,0.301
17461,穴水町,3790,687,353.0,3396,0.896,3537,2963,0.7818,0.311,1204.0,0.347,0.398
46535,与論町,1782,569,200.0,1596,0.8956,1633,1386,0.7778,0.6199,1111.0,0.692,0.797
24441,多気町,4842,838,370.0,4336,0.8955,4698,3715,0.7672,0.1531,742.0,0.171,0.2
07367,只見町,1911,394,310.0,1711,0.8953,1824,1533,0.8022,0.3882,740.0,0.434,0.484
45441,高千穂町,5038,1195,270.0,4507,0.8946,4748,3723,0.739,0.2876,1443.0,0.322,0.389
02307,外ヶ浜町,2616,386,434.0,2340,0.8945,2497,2110,0.8066,0.5458,1501.0,0.61,0.677
44214,国東市,11216,2491,288.0,10033,0.8945,10715,8982,0.8008,0.3105,3511.0,0.347,0.388
08229,稲敷市,14282,2918,313.0,12766,0.8939,13472,10689,0.7484,0.2096,3004.0,0.235,0.28
33663,久米南町,2025,655,198.0,1810,0.8938,1924,1520,0.7506,0.3584,729.0,0.401,0.478
07521,三春町,5918,1100,344.0,5289,0.8937,5644,4110,0.6945,0.2115,1244.0,0.237,0.305
02387,中泊町,4277,568,482.0,3822,0.8936,4259,3232,0.7557,0.4604,1975.0,0.515,0.609
07405,西会津町,2717,549,317.0,2428,0.8936,2428,2157,0.7939,0.3358,913.0,0.376,0.423
24561,御浜町,3311,617,343.0,2957,0.8931,3067,2594,0.7834,0.3582,1182.0,0.401,0.457
07545,大熊町,84,32,168.0,75,0.8929,84,26,0.3095,0.0765,7.0,0.086,0.247
46532,伊仙町,2323,686,217.0,2073,0.8924,2144,1747,0.752,0.5358,1245.0,0.6,0.712
46525,瀬戸内町,3221,409,504.0,2871,0.8913,2902,2454,0.7619,0.5129,1667.0,0.575,0.673
28446,神河町,4055,931,279.0,3612,0.8908,3742,3142,0.7748,0.356,1444.0,0.4,0.459
